lat,lng,pred
39.235,-120.759,80.94900010614411
39.251,-120.759,81.41690198348735
39.267,-120.759,81.90890358094978
39.284,-120.759,82.42831713898194
39.3,-120.759,82.92762594499375
38.5,-120.739,63.2159796667929
38.516,-120.739,63.667712200434
38.533,-120.739,64.20157570090029
38.549,-120.739,64.6832696935601
38.565,-120.739,65.14969282192352
38.582,-120.739,65.6022270752325
38.598,-120.739,66.14126735212054
38.614,-120.739,66.54009937157122
38.631,-120.739,67.00501594985441
38.647,-120.739,67.45874096007451
38.663,-120.739,67.81563103433592
38.68,-120.739,68.30329509848805
38.696,-120.739,68.70845574667425
38.712,-120.739,69.09468397193113
38.729,-120.739,69.48724264768617
38.745,-120.739,69.82090723767666
38.761,-120.739,70.19394557342518
38.778,-120.739,70.6249977234091
38.794,-120.739,70.98818127160816
38.81,-120.739,71.31615919754454
38.827,-120.739,71.7221606116106
38.843,-120.739,72.09517901185926
38.859,-120.739,72.37671565023861
38.876,-120.739,72.78824306278928
38.892,-120.739,73.04518560233979
38.908,-120.739,73.48273277721957
38.924,-120.739,73.86256466288273
38.941,-120.739,74.25880594114462
38.957,-120.739,74.63146040366455
38.973,-120.739,74.94772792357695
38.99,-120.739,75.44398853390769
39.006,-120.739,75.74967965142224
39.022,-120.739,76.20053795073953
39.039,-120.739,76.66170425137382
39.055,-120.739,77.00619930482948
39.071,-120.739,77.43315036193933
39.088,-120.739,77.86242427783607
39.104,-120.739,78.29419376099264
39.12,-120.739,78.75807149483559
39.137,-120.739,79.25147747345775
39.153,-120.739,79.68535073682274
39.169,-120.739,80.14060172627666
39.186,-120.739,80.64116277174335
39.202,-120.739,81.14931061654639
39.218,-120.739,81.60369485722435
39.235,-120.739,82.1446956626948
39.251,-120.739,82.56378825375333
39.267,-120.739,83.03569362639934
39.284,-120.739,83.63879541786615
39.3,-120.739,84.0449517930116
38.5,-120.718,64.93606106211291
38.516,-120.718,65.48201065120598
38.533,-120.718,65.99958993093838
38.549,-120.718,66.50714109278995
38.565,-120.718,66.93092013950546
38.582,-120.718,67.49107431650046
38.598,-120.718,67.90331503534995
38.614,-120.718,68.38219629305154
38.631,-120.718,68.88067595322372
38.647,-120.718,69.29253827453975
38.663,-120.718,69.67271702893213
38.68,-120.718,70.09798142305026
38.696,-120.718,70.46369335367676
38.712,-120.718,70.8538744610823
38.729,-120.718,71.32917793653105
38.745,-120.718,71.67757239718985
38.761,-120.718,72.01795637038082
38.778,-120.718,72.36252585306993
38.794,-120.718,72.74566868950511
38.81,-120.718,73.15893527986324
38.827,-120.718,73.43681880307689
38.843,-120.718,73.78101645110492
38.859,-120.718,74.09822578793914
38.876,-120.718,74.44561059859954
38.892,-120.718,74.82752477746416
38.908,-120.718,75.09625019000295
38.924,-120.718,75.55137342312217
38.941,-120.718,75.87887710514042
38.957,-120.718,76.22327098408577
38.973,-120.718,76.61131722199607
38.99,-120.718,76.9851244104392
39.006,-120.718,77.31481182553287
39.022,-120.718,77.74419468398294
39.039,-120.718,78.10739748291134
39.055,-120.718,78.48839604770525
39.071,-120.718,78.92612486387169
39.088,-120.718,79.33075858053542
39.104,-120.718,79.7245255412245
39.12,-120.718,80.11059133926521
39.137,-120.718,80.55030922771526
39.153,-120.718,81.0261925559718
39.169,-120.718,81.45079608578462
39.186,-120.718,81.91063117012516
39.202,-120.718,82.35086862714478
39.218,-120.718,82.86533136945273
39.235,-120.718,83.35588273522235
39.251,-120.718,83.778137835974
39.267,-120.718,84.18099540981184
39.284,-120.718,84.63750137170136
39.3,-120.718,85.13862958745383
38.5,-120.698,66.70893757474774
38.516,-120.698,67.2402708256
38.533,-120.698,67.76435825741594
38.549,-120.698,68.2473806375315
38.565,-120.698,68.69771176862824
38.582,-120.698,69.19550453469425
38.598,-120.698,69.6589420868106
38.614,-120.698,70.06442183624007
38.631,-120.698,70.54895800709893
38.647,-120.698,70.95774239447933
38.663,-120.698,71.37905184513279
38.68,-120.698,71.81951717285204
38.696,-120.698,72.24393474539309
38.712,-120.698,72.58766773498918
38.729,-120.698,72.94983578960024
38.745,-120.698,73.30477975654479
38.761,-120.698,73.64941214235928
38.778,-120.698,73.97964316347665
38.794,-120.698,74.35711268905278
38.81,-120.698,74.67353343579832
38.827,-120.698,75.0913063542597
38.843,-120.698,75.41290578021635
38.859,-120.698,75.65223673224378
38.876,-120.698,76.02977096708081
38.892,-120.698,76.4240525435882
38.908,-120.698,76.71483900501309
38.924,-120.698,77.0362852895589
38.941,-120.698,77.3786702506982
38.957,-120.698,77.71268856317448
38.973,-120.698,78.0156837660975
38.99,-120.698,78.39447538802919
39.006,-120.698,78.75568273455485
39.022,-120.698,79.10512339779625
39.039,-120.698,79.57509945631377
39.055,-120.698,79.9500347515542
39.071,-120.698,80.24948625066347
39.088,-120.698,80.6235272155573
39.104,-120.698,81.06935337485255
39.12,-120.698,81.44796797693564
39.137,-120.698,81.86762751220593
39.153,-120.698,82.2629227937603
39.169,-120.698,82.65375228982339
39.186,-120.698,83.1464125204973
39.202,-120.698,83.48056540566374
39.218,-120.698,83.89713508363978
39.235,-120.698,84.41896203660741
39.251,-120.698,84.8272825828351
39.267,-120.698,85.25020665539803
39.284,-120.698,85.65909044247992
39.3,-120.698,86.11039274382316
38.5,-120.678,68.47169643985895
38.516,-120.678,68.93211588724581
38.533,-120.678,69.43187291444224
38.549,-120.678,69.91139425111628
38.565,-120.678,70.4531567273268
38.582,-120.678,70.90120332966114
38.598,-120.678,71.40671988416673
38.614,-120.678,71.83815029483165
38.631,-120.678,72.25724452715802
38.647,-120.678,72.64350698051531
38.663,-120.678,73.08406099901106
38.68,-120.678,73.47973404220048
38.696,-120.678,73.88608258032234
38.712,-120.678,74.2625214074881
38.729,-120.678,74.66225488845338
38.745,-120.678,74.97883423797045
38.761,-120.678,75.29838694574393
38.778,-120.678,75.68738881814853
38.794,-120.678,75.98651980293296
38.81,-120.678,76.31862344330047
38.827,-120.678,76.70253028628493
38.843,-120.678,76.98877730404612
38.859,-120.678,77.29099067584902
38.876,-120.678,77.57849647394984
38.892,-120.678,77.91297498196234
38.908,-120.678,78.24016369831183
38.924,-120.678,78.56446006429057
38.941,-120.678,78.88725572209422
38.957,-120.678,79.22226087684349
38.973,-120.678,79.57505462710468
38.99,-120.678,79.85354128876315
39.006,-120.678,80.19602694831784
39.022,-120.678,80.51506946433759
39.039,-120.678,80.92963978360538
39.055,-120.678,81.2384707912002
39.071,-120.678,81.64235098527716
39.088,-120.678,82.00804616509016
39.104,-120.678,82.25667770512283
39.12,-120.678,82.6789145313148
39.137,-120.678,83.08961636721108
39.153,-120.678,83.52644976099262
39.169,-120.678,83.88319297524376
39.186,-120.678,84.25792059657155
39.202,-120.678,84.67204572326155
39.218,-120.678,85.09981306519421
39.235,-120.678,85.47238373395002
39.251,-120.678,85.85629368863349
39.267,-120.678,86.20708531841989
39.284,-120.678,86.71921012136723
39.3,-120.678,87.06620889032276
38.5,-120.657,70.21907763097661
38.516,-120.657,70.77864615261575
38.533,-120.657,71.32860055042745
38.549,-120.657,71.78144019527352
38.565,-120.657,72.18048113297601
38.582,-120.657,72.71503539070935
38.598,-120.657,73.18521319578481
38.614,-120.657,73.59447199744429
38.631,-120.657,74.05266033522187
38.647,-120.657,74.44964972774241
38.663,-120.657,74.91736313839282
38.68,-120.657,75.2428824420726
38.696,-120.657,75.63591602939574
38.712,-120.657,76.00299797533349
38.729,-120.657,76.3546517628752
38.745,-120.657,76.65715272216013
38.761,-120.657,77.02206068230822
38.778,-120.657,77.36760125699742
38.794,-120.657,77.6815336913621
38.81,-120.657,78.04121898143697
38.827,-120.657,78.35807269473368
38.843,-120.657,78.60119219900355
38.859,-120.657,78.89138840337938
38.876,-120.657,79.21807566658677
38.892,-120.657,79.53973169682007
38.908,-120.657,79.86366113611777
38.924,-120.657,80.13055193163824
38.941,-120.657,80.45672858013303
38.957,-120.657,80.72442216276998
38.973,-120.657,81.01582024045791
38.99,-120.657,81.36170810938891
39.006,-120.657,81.66832597727397
39.022,-120.657,81.99913606569395
39.039,-120.657,82.37021362491033
39.055,-120.657,82.66902216882134
39.071,-120.657,82.98024997027616
39.088,-120.657,83.33133405061362
39.104,-120.657,83.62470954104317
39.12,-120.657,84.02126319670298
39.137,-120.657,84.38814110852812
39.153,-120.657,84.7147544961853
39.169,-120.657,85.11927556988103
39.186,-120.657,85.45116304525801
39.202,-120.657,85.81819650605271
39.218,-120.657,86.21724295709762
39.235,-120.657,86.5742427690583
39.251,-120.657,86.89306406798175
39.267,-120.657,87.27426899218987
39.284,-120.657,87.65757608097182
39.3,-120.657,88.06974918975645
38.5,-120.637,71.96235050683867
38.516,-120.637,72.46415786432976
38.533,-120.637,72.96079123906594
38.549,-120.637,73.48417083538445
38.565,-120.637,73.96671404271122
38.582,-120.637,74.49104589220222
38.598,-120.637,74.86523863392443
38.614,-120.637,75.2973523557634
38.631,-120.637,75.72987255321992
38.647,-120.637,76.16275528940689
38.663,-120.637,76.5060003389614
38.68,-120.637,76.92930268806887
38.696,-120.637,77.26593105335519
38.712,-120.637,77.6292115960558
38.729,-120.637,77.953837725552
38.745,-120.637,78.30215503563419
38.761,-120.637,78.6084915884842
38.778,-120.637,78.96284088827792
38.794,-120.637,79.24071826216795
38.81,-120.637,79.5904532979916
38.827,-120.637,79.87201233994718
38.843,-120.637,80.21237044022953
38.859,-120.637,80.45091757045377
38.876,-120.637,80.68933980739678
38.892,-120.637,81.06784897687729
38.908,-120.637,81.2382946822458
38.924,-120.637,81.60762542665178
38.941,-120.637,81.87045607651537
38.957,-120.637,82.1785378418719
38.973,-120.637,82.3429708066724
38.99,-120.637,82.75931445315577
39.006,-120.637,83.05834397488715
39.022,-120.637,83.3696296136984
39.039,-120.637,83.6377980988384
39.055,-120.637,83.89626844366245
39.071,-120.637,84.22757309980331
39.088,-120.637,84.58368455598263
39.104,-120.637,84.91759062615516
39.12,-120.637,85.20098954941095
39.137,-120.637,85.5267556111264
39.153,-120.637,85.88682689845997
39.169,-120.637,86.1701454040314
39.186,-120.637,86.53684077413365
39.202,-120.637,86.83510525217234
39.218,-120.637,87.28056693612912
39.235,-120.637,87.62410089531569
39.251,-120.637,87.85981246529893
39.267,-120.637,88.23633607596422
39.284,-120.637,88.57795168403625
39.3,-120.637,88.87791507020992
38.5,-120.616,73.7561216002026
38.516,-120.616,74.23195270967598
38.533,-120.616,74.80119263128925
38.549,-120.616,75.30548893867461
38.565,-120.616,75.74420143018277
38.582,-120.616,76.15801491365741
38.598,-120.616,76.6086113610372
38.614,-120.616,77.04453850390367
38.631,-120.616,77.48861605184345
38.647,-120.616,77.87104498167471
38.663,-120.616,78.25071532129931
38.68,-120.616,78.65202817768173
38.696,-120.616,79.01582711094137
38.712,-120.616,79.33490576061699
38.729,-120.616,79.59384905713438
38.745,-120.616,79.96649274605905
38.761,-120.616,80.25643957442496
38.778,-120.616,80.64947186501468
38.794,-120.616,80.86389816761681
38.81,-120.616,81.18387561293437
38.827,-120.616,81.46346518149123
38.843,-120.616,81.76461717225862
38.859,-120.616,82.00160660846744
38.876,-120.616,82.22351053252711
38.892,-120.616,82.55113717619741
38.908,-120.616,82.81282325026588
38.924,-120.616,83.04905591572444
38.941,-120.616,83.31531079014773
38.957,-120.616,83.60672792082615
38.973,-120.616,83.88060929125251
38.99,-120.616,84.11098633593545
39.006,-120.616,84.43445647983508
39.022,-120.616,84.64115736219972
39.039,-120.616,84.99906100000226
39.055,-120.616,85.28239958419138
39.071,-120.616,85.54608535803749
39.088,-120.616,85.83427825769871
39.104,-120.616,86.1056476104719
39.12,-120.616,86.36525404767457
39.137,-120.616,86.74425216674274
39.153,-120.616,86.97192388853097
39.169,-120.616,87.28997994766286
39.186,-120.616,87.6315164688021
39.202,-120.616,87.97170347268481
39.218,-120.616,88.27895633465046
39.235,-120.616,88.6246954482346
39.251,-120.616,88.9493181171814
39.267,-120.616,89.16956655287687
39.284,-120.616,89.53065335693317
39.3,-120.616,89.87198962563073
38.5,-120.596,75.39130154087715
38.516,-120.596,75.91264177166933
38.533,-120.596,76.48014946433229
38.549,-120.596,76.91939014892627
38.565,-120.596,77.43042750339826
38.582,-120.596,77.84100541942
38.598,-120.596,78.29489753822533
38.614,-120.596,78.633301831552
38.631,-120.596,79.13463144593435
38.647,-120.596,79.43366503680433
38.663,-120.596,79.83928931176791
38.68,-120.596,80.27580734496927
38.696,-120.596,80.56392764818442
38.712,-120.596,80.9280191131204
38.729,-120.596,81.24594278743658
38.745,-120.596,81.50148008507622
38.761,-120.596,81.8219433771414
38.778,-120.596,82.1144099879892
38.794,-120.596,82.412369110304
38.81,-120.596,82.69380266056267
38.827,-120.596,82.93458401654306
38.843,-120.596,83.19014389237691
38.859,-120.596,83.42128454138398
38.876,-120.596,83.69981289918309
38.892,-120.596,83.98571433437723
38.908,-120.596,84.1918005278266
38.924,-120.596,84.4433872783082
38.941,-120.596,84.70578494465384
38.957,-120.596,84.91524128675934
38.973,-120.596,85.17111999587087
38.99,-120.596,85.45746207928228
39.006,-120.596,85.6696146864666
39.022,-120.596,85.91090290261143
39.039,-120.596,86.25353021460347
39.055,-120.596,86.42771436991293
39.071,-120.596,86.71278724618107
39.088,-120.596,86.97363027848954
39.104,-120.596,87.17752670563108
39.12,-120.596,87.54120644469008
39.137,-120.596,87.7839147641404
39.153,-120.596,88.11286291960484
39.169,-120.596,88.3397331015555
39.186,-120.596,88.61072375146892
39.202,-120.596,88.9573147863801
39.218,-120.596,89.26558576372764
39.235,-120.596,89.50971888242498
39.251,-120.596,89.7996117997732
39.267,-120.596,90.05079052035728
39.284,-120.596,90.34137033125766
39.3,-120.596,90.67291299223304
38.5,-120.576,77.07787869185483
38.516,-120.576,77.57596024654792
38.533,-120.576,78.10091046487385
38.549,-120.576,78.59791006025762
38.565,-120.576,79.03278427450164
38.582,-120.576,79.49516519660162
38.598,-120.576,79.86412269807128
38.614,-120.576,80.26429119600847
38.631,-120.576,80.7401342785839
38.647,-120.576,81.08647197305409
38.663,-120.576,81.4510350070545
38.68,-120.576,81.79677996721024
38.696,-120.576,82.14953183539592
38.712,-120.576,82.43781930558127
38.729,-120.576,82.68758221755378
38.745,-120.576,83.03709020234895
38.761,-120.576,83.36518812749595
38.778,-120.576,83.61789198752372
38.794,-120.576,83.86628150432783
38.81,-120.576,84.16989999865173
38.827,-120.576,84.3622465793976
38.843,-120.576,84.62588812884486
38.859,-120.576,84.8384742814959
38.876,-120.576,85.09760785918567
38.892,-120.576,85.31770868950579
38.908,-120.576,85.57128078841062
38.924,-120.576,85.79836457568824
38.941,-120.576,86.06768919256956
38.957,-120.576,86.21074830031024
38.973,-120.576,86.4641559923524
38.99,-120.576,86.72751020041346
39.006,-120.576,86.92319009309247
39.022,-120.576,87.20463686405148
39.039,-120.576,87.3941347164363
39.055,-120.576,87.59567632039263
39.071,-120.576,87.83562757866392
39.088,-120.576,88.10690136116212
39.104,-120.576,88.37255579852227
39.12,-120.576,88.55877613293111
39.137,-120.576,88.92246652104103
39.153,-120.576,89.13795288232622
39.169,-120.576,89.35531767388588
39.186,-120.576,89.65393219325777
39.202,-120.576,89.93729082356434
39.218,-120.576,90.10289162252715
39.235,-120.576,90.38962078990899
39.251,-120.576,90.66852164785183
39.267,-120.576,90.90880702116095
39.284,-120.576,91.18564525657919
39.3,-120.576,91.44335700816727
38.5,-120.555,78.82817424270164
38.516,-120.555,79.29990168008125
38.533,-120.555,79.78161063100734
38.549,-120.555,80.22397204760368
38.565,-120.555,80.67055315816354
38.582,-120.555,81.1503950167153
38.598,-120.555,81.55932657384392
38.614,-120.555,81.94034988197218
38.631,-120.555,82.3695616701855
38.647,-120.555,82.75925652309937
38.663,-120.555,83.10836984119841
38.68,-120.555,83.42648572030899
38.696,-120.555,83.73643806626956
38.712,-120.555,84.07238321605286
38.729,-120.555,84.36101597481439
38.745,-120.555,84.65026182984622
38.761,-120.555,84.92149225461478
38.778,-120.555,85.16639345937739
38.794,-120.555,85.43830811103071
38.81,-120.555,85.66039462342523
38.827,-120.555,85.909158071281
38.843,-120.555,86.07674050726038
38.859,-120.555,86.29693161322666
38.876,-120.555,86.52615640351037
38.892,-120.555,86.7716025710498
38.908,-120.555,86.9452568942544
38.924,-120.555,87.17356258152675
38.941,-120.555,87.38576432973866
38.957,-120.555,87.55663678580358
38.973,-120.555,87.73824195464609
38.99,-120.555,88.01441441554493
39.006,-120.555,88.20499398056923
39.022,-120.555,88.40780585576047
39.039,-120.555,88.65200449060896
39.055,-120.555,88.82962310975594
39.071,-120.555,89.10939293858127
39.088,-120.555,89.30045593089531
39.104,-120.555,89.39431400674029
39.12,-120.555,89.69385357412219
39.137,-120.555,89.89497730575977
39.153,-120.555,90.16085544416654
39.169,-120.555,90.37072549039159
39.186,-120.555,90.59429429054443
39.202,-120.555,90.87309944187194
39.218,-120.555,91.03645179449859
39.235,-120.555,91.27412282661777
39.251,-120.555,91.55338283235724
39.267,-120.555,91.74771239537283
39.284,-120.555,91.96125554133056
39.3,-120.555,92.24199597085986
38.5,-120.535,80.44028390711439
38.516,-120.535,80.86057291245915
38.533,-120.535,81.36858601452778
38.549,-120.535,81.82534923397318
38.565,-120.535,82.33111184052636
38.582,-120.535,82.73816896008555
38.598,-120.535,83.14983605869318
38.614,-120.535,83.53211772789392
38.631,-120.535,83.849358716518
38.647,-120.535,84.28285632910017
38.663,-120.535,84.60819604279887
38.68,-120.535,84.92507999735746
38.696,-120.535,85.22601102646745
38.712,-120.535,85.49816471819946
38.729,-120.535,85.7790918135028
38.745,-120.535,86.08378389863981
38.761,-120.535,86.33154889637929
38.778,-120.535,86.54195175229125
38.794,-120.535,86.76074396597159
38.81,-120.535,87.00121277485145
38.827,-120.535,87.30579804116066
38.843,-120.535,87.44684735513401
38.859,-120.535,87.70016111765113
38.876,-120.535,87.8835155584678
38.892,-120.535,88.07843335406749
38.908,-120.535,88.28985907003134
38.924,-120.535,88.46567068631292
38.941,-120.535,88.61897573409507
38.957,-120.535,88.7664853318368
38.973,-120.535,89.0311120896405
38.99,-120.535,89.23566547115186
39.006,-120.535,89.33572093358111
39.022,-120.535,89.5797217236719
39.039,-120.535,89.7382763285516
39.055,-120.535,89.92467375321141
39.071,-120.535,90.12223093198332
39.088,-120.535,90.28704275017729
39.104,-120.535,90.48891990925057
39.12,-120.535,90.73275409610686
39.137,-120.535,90.88779582147012
39.153,-120.535,91.10045142546537
39.169,-120.535,91.3012433291313
39.186,-120.535,91.48660425702971
39.202,-120.535,91.73265215560282
39.218,-120.535,91.87251334009284
39.235,-120.535,92.13630787290388
39.251,-120.535,92.2503083884623
39.267,-120.535,92.53079571312168
39.284,-120.535,92.70507054064045
39.3,-120.535,92.94248648890448
38.5,-120.514,82.05388776245569
38.516,-120.514,82.50783388287161
38.533,-120.514,83.06055168347346
38.549,-120.514,83.488703669488
38.565,-120.514,83.94285913171626
38.582,-120.514,84.35020934535973
38.598,-120.514,84.70282683108853
38.614,-120.514,85.11944760410472
38.631,-120.514,85.45200764077306
38.647,-120.514,85.82185597748781
38.663,-120.514,86.17847799211985
38.68,-120.514,86.49215871997406
38.696,-120.514,86.77271050426012
38.712,-120.514,87.03304090506145
38.729,-120.514,87.29663947812077
38.745,-120.514,87.58252105528997
38.761,-120.514,87.77033898855804
38.778,-120.514,88.00791886794802
38.794,-120.514,88.28246560451146
38.81,-120.514,88.44747982958225
38.827,-120.514,88.66233087544586
38.843,-120.514,88.83173915070095
38.859,-120.514,89.00657951649073
38.876,-120.514,89.2376980914241
38.892,-120.514,89.38519987776037
38.908,-120.514,89.5737282769645
38.924,-120.514,89.72866435528354
38.941,-120.514,89.88848115108819
38.957,-120.514,90.04613497394588
38.973,-120.514,90.23053690292457
38.99,-120.514,90.3549889234787
39.006,-120.514,90.48743969224833
39.022,-120.514,90.6700584032612
39.039,-120.514,90.83968189827416
39.055,-120.514,90.97332876052997
39.071,-120.514,91.17262592877427
39.088,-120.514,91.3474679654697
39.104,-120.514,91.50919592596594
39.12,-120.514,91.67490866639034
39.137,-120.514,91.8381690203089
39.153,-120.514,92.05609607214805
39.169,-120.514,92.20327479251632
39.186,-120.514,92.36442350355296
39.202,-120.514,92.58205681293826
39.218,-120.514,92.72392082086974
39.235,-120.514,92.9275585544842
39.251,-120.514,93.06995878283361
39.267,-120.514,93.26392270962155
39.284,-120.514,93.34830667004262
39.3,-120.514,93.56184464830943
38.5,-120.494,83.60301798149845
38.516,-120.494,84.08462821648816
38.533,-120.494,84.62303511983198
38.549,-120.494,84.99928180258456
38.565,-120.494,85.43092418183309
38.582,-120.494,85.8502340560194
38.598,-120.494,86.27961348073042
38.614,-120.494,86.54940973419146
38.631,-120.494,86.98047540505866
38.647,-120.494,87.29826799110636
38.663,-120.494,87.54460802642228
38.68,-120.494,87.85708270812886
38.696,-120.494,88.19321577778167
38.712,-120.494,88.4281370358666
38.729,-120.494,88.63781506818334
38.745,-120.494,88.93451409595784
38.761,-120.494,89.18013867727582
38.778,-120.494,89.29894074464625
38.794,-120.494,89.56649964718166
38.81,-120.494,89.759065054909
38.827,-120.494,89.93976040526329
38.843,-120.494,90.13380137841293
38.859,-120.494,90.27284764437017
38.876,-120.494,90.44776526333573
38.892,-120.494,90.5877917771225
38.908,-120.494,90.65602930028837
38.924,-120.494,90.91590884560186
38.941,-120.494,91.0127720561313
38.957,-120.494,91.18606181643274
38.973,-120.494,91.31237283588472
38.99,-120.494,91.49934198934238
39.006,-120.494,91.58170256544982
39.022,-120.494,91.69759969879702
39.039,-120.494,91.84630780792568
39.055,-120.494,91.98927032212497
39.071,-120.494,92.18790745597587
39.088,-120.494,92.26013543015439
39.104,-120.494,92.39598759447067
39.12,-120.494,92.59116795033975
39.137,-120.494,92.73391157188348
39.153,-120.494,92.87051433368485
39.169,-120.494,92.97880104710008
39.186,-120.494,93.11683939014728
39.202,-120.494,93.33970001048604
39.218,-120.494,93.49457751766953
39.235,-120.494,93.58641040534275
39.251,-120.494,93.69894508434804
39.267,-120.494,93.88624973967163
39.284,-120.494,94.0951472200153
39.3,-120.494,94.18879644731575
38.5,-120.473,85.16310916336363
38.516,-120.473,85.6606651690378
38.533,-120.473,86.18088984384387
38.549,-120.473,86.53195576894767
38.565,-120.473,86.94019471484896
38.582,-120.473,87.37296494628508
38.598,-120.473,87.76693789009228
38.614,-120.473,88.07122759417919
38.631,-120.473,88.44214979605994
38.647,-120.473,88.78257586634184
38.663,-120.473,89.07842780300051
38.68,-120.473,89.31718456955903
38.696,-120.473,89.62599424675471
38.712,-120.473,89.82426177367388
38.729,-120.473,90.11499879045847
38.745,-120.473,90.32081205686104
38.761,-120.473,90.55340110089392
38.778,-120.473,90.76975903699663
38.794,-120.473,90.87572105222596
38.81,-120.473,91.06581596038289
38.827,-120.473,91.24485930006438
38.843,-120.473,91.43882464458525
38.859,-120.473,91.55149284602965
